Supplier_ID,Industry,Risk_Level,AI_Audit_Memo
SUP-1644,Manufacturing,High,"Audit Observation Memo: Non-Compliance with Environmental Regulations

Severity: High

Observation: Our audit has identified that supplier SUP-1644, operating in the manufacturing industry, has significantly exceeded the industry average for emissions, with a recorded 97,392.12 metric tons, substantially surpassing the industry average of 15,058.19 metric tons. This discrepancy indicates a notable environmental footprint that warrants immediate attention. The emissions levels observed are far beyond the acceptable deviation limits, suggesting a critical need for corrective measures to mitigate the environmental impact.

Regulatory Implication: The detected issue violates BRSR Principle 6 (Environmental Impact), which mandates that companies must minimize their environmental footprint by ensuring Scope 1 & 2 emissions are within industry deviation limits.

Next Steps: To address this non-compliance, we recommend that an Immediate Environmental Impact Assessment (EIA) be conducted to identify the sources of excessive emissions and implement strategies to reduce them. This assessment should be followed by the development and execution of a comprehensive plan to bring the supplier's emissions within the acceptable industry limits, thereby ensuring compliance with BRSR Principle 6."
SUP-1696,Manufacturing,High,"Audit Observation Memo: Environmental Non-Compliance - SUP-1696

Severity: High

Observation: Our audit has identified that supplier SUP-1696, operating in the manufacturing industry within the LATAM region, has significantly exceeded the industry average for carbon emissions, with detected emissions of 87454.82, far surpassing the industry average of 15058.19. This substantial deviation indicates a notable environmental footprint that warrants immediate attention. The emissions levels observed are not aligned with industry standards, posing a significant risk to the environment.

Regulatory Implication: The observed non-compliance violates BRSR Principle 6 (Environmental Impact), which mandates that companies minimize their environmental footprint by ensuring Scope 1 & 2 emissions remain within industry deviation limits.

Next Steps: To address this critical issue, we recommend that an Immediate Environmental Impact Assessment (EIA) be conducted to identify the sources of excessive emissions and implement corrective measures to minimize the environmental footprint of SUP-1696. This assessment should be followed by the development and execution of a comprehensive plan to reduce emissions to within acceptable industry limits, ensuring compliance with BRSR Principle 6."
SUP-1783,Manufacturing,High,"Audit Observation Memo: Non-Compliance with Environmental Regulations

Severity: High

Observation: Our audit has identified that supplier SUP-1783, operating in the manufacturing industry within the EMEA region, has significantly exceeded the industry average for carbon emissions, with detected emissions of 117648.37, far surpassing the industry average of 15058.19. This substantial deviation indicates a notable environmental footprint that warrants immediate attention. The emissions levels observed are not aligned with industry standards, posing a considerable risk to the environment.

Regulatory Implication: The observed non-compliance is in direct violation of BRSR Principle 6 (Environmental Impact), which mandates that companies must minimize their environmental footprint and ensure that Scope 1 & 2 emissions are within industry deviation limits.

Next Steps: To address this critical issue, we strongly recommend that an Immediate Environmental Impact Assessment (EIA) be conducted to identify the sources of these excessive emissions and implement corrective measures to minimize the environmental footprint of supplier SUP-1783. This assessment should be followed by the development and execution of a comprehensive plan to reduce emissions to within acceptable industry limits, ensuring compliance with BRSR Principle 6 and mitigating potential environmental and reputational risks."
SUP-1972,Manufacturing,High,"Audit Observation Memo: Environmental Non-Compliance - SUP-1972

Severity: High

Observation: Our audit has identified that supplier SUP-1972, operating in the manufacturing industry within the APAC region, has significantly exceeded the industry average for carbon emissions, with recorded emissions of 106441.66, substantially surpassing the industry average of 15058.19. This discrepancy indicates a notable environmental footprint that warrants immediate attention. The emissions levels observed are far beyond the acceptable deviation limits, suggesting a critical need for corrective measures.

Regulatory Implication: The detected issue violates BRSR Principle 6 (Environmental Impact), which mandates that companies minimize their environmental footprint by ensuring Scope 1 & 2 emissions remain within industry deviation limits.

Next Steps: To address this non-compliance, we recommend that an Immediate Environmental Impact Assessment (EIA) be conducted to identify the sources of excessive emissions and implement strategies to reduce them. This assessment should be followed by the development and execution of a comprehensive plan to bring the supplier's emissions within the acceptable industry limits, thereby ensuring compliance with BRSR Principle 6."
SUP-1973,Manufacturing,High,"Audit Observation Memo: Non-Compliance with Environmental Regulations

Severity: High

Observation: Our audit has identified that supplier SUP-1973, operating in the manufacturing industry, has significantly exceeded the industry average for carbon emissions, with detected emissions of 146981.89, far surpassing the industry average of 15058.19. This substantial deviation indicates a notable environmental footprint that warrants immediate attention. The emissions levels observed are not aligned with industry standards, posing a considerable risk to the environment.

Regulatory Implication: The observed non-compliance is in direct violation of BRSR Principle 6 (Environmental Impact), which mandates that companies minimize their environmental footprint by ensuring Scope 1 & 2 emissions remain within industry deviation limits.

Next Steps: To address this critical issue, we strongly recommend that supplier SUP-1973 conducts an Immediate Environmental Impact Assessment (EIA) to identify the sources of excessive emissions and implement corrective measures to minimize their environmental footprint, thereby ensuring compliance with the regulatory requirements outlined in BRSR Principle 6."
SUP-1003,Consumer Goods,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1003, a consumer goods supplier in the APAC region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, is a direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to provide comprehensive social diversity data.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1003, requesting that they provide the missing diversity data within 7 days to ensure compliance with the regulatory requirements. Failure to comply may result in further action, and it is essential that the supplier takes immediate steps to rectify this reporting gap and prevent future non-compliance."
SUP-1013,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1013, operating in the IT Services industry within the APAC region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The detected issue is in direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which necessitates listed entities to disclose social diversity metrics, including gender and differently-abled personnel, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1013, formally requesting the submission of the missing diversity score data within a 7-day timeframe to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulations."
SUP-1042,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with Diversity Disclosure Requirements

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of SUP-1042, a healthcare supplier in the LATAM region, where the diversity score is missing or null. This omission specifically pertains to the lack of disclosure on social diversity metrics such as gender and differently-abled personnel, which are essential for a comprehensive understanding of the supplier's social responsibility practices. This gap indicates a failure to adhere to mandatory disclosure requirements.

Regulatory Implication: The absence of diversity metrics in the supplier's report violates the SEBI BRSR Core - Mandatory Disclosure regulation, which stipulates that listed entities must disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1042, requesting that they provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulations."
SUP-1067,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1067, operating in the IT Services industry within the APAC region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled employee data.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1067, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core - Mandatory Disclosure regulation."
SUP-1069,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1069, a manufacturing entity in the EMEA region. Specifically, the diversity score is missing or null, which is a critical component of the social diversity metrics required for disclosure. This omission indicates a lack of transparency and accountability in the entity's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to disclose these metrics to ensure transparency and accountability.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1069, requesting them to provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1079,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1079, a healthcare supplier in the APAC region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, is a direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to provide comprehensive social diversity metrics.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1079, requesting that they provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation."
SUP-1089,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with Diversity Disclosure Requirements

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of Supplier ID: SUP-1089, operating in the Healthcare industry in the LATAM region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, is a direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose these metrics to ensure transparency and accountability.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity data within 7 days to rectify the non-compliance. The supplier should ensure that all required social diversity metrics are accurately reported and disclosed to avoid any further regulatory implications."
SUP-1098,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1098, operating in the Healthcare industry within the EMEA region. Specifically, the diversity metrics, including gender and differently-abled statistics, are missing or null, which is a critical component of the social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled statistics, and explicitly states that null values are non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity data within 7 days to ensure compliance with the regulatory requirements and avoid potential penalties."
SUP-1110,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1110, a manufacturing entity in the APAC region, specifically with regards to the missing or null diversity score. This omission indicates a lack of transparency in social diversity metrics, including gender and differently-abled personnel. As a result, the supplier is not meeting the required disclosure standards.

Regulatory Implication: The detected issue is in violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1110, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1146,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1146, operating in the manufacturing industry within the APAC region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The detected issue is in direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, including gender and differently-abled personnel, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1146, formally requesting that they provide the missing diversity score data within a period of 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulations."
SUP-1163,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of Supplier ID: SUP-1163, operating in the manufacturing industry in the LATAM region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The detected issue is in direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1172,Consumer Goods,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1172, a consumer goods supplier in the EMEA region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to provide comprehensive social diversity data.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1172, requesting that they provide the missing diversity data within 7 days to ensure compliance with the regulatory requirements."
SUP-1174,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1174, operating in the manufacturing industry within the LATAM region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The detected issue is in direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, including gender and differently-abled personnel, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1174, formally requesting that they provide the missing diversity score data within a period of 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulation."
SUP-1181,Energy,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1181, operating in the Energy industry. The diversity score is missing or null, which is a critical metric for social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, specifically regarding gender and differently-abled disclosures.

Regulatory Implication: The absence of diversity score disclosure is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled metrics, with null values being non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation."
SUP-1193,Energy,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score disclosure for Supplier ID: SUP-1193, operating in the Energy industry within the APAC region. Specifically, the diversity metrics, including gender and differently-abled representation, are either missing or null, which is a critical omission. This lack of transparency hinders the ability to assess the supplier's social diversity performance accurately.

Regulatory Implication: The absence of diversity score disclosure violates the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1195,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1195, operating in the IT Services industry within the APAC region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The detected issue is in direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which necessitates listed entities to disclose social diversity metrics, including gender and differently-abled personnel, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1195, formally requesting that they provide the missing diversity score data within a period of 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulations."
SUP-1206,Consumer Goods,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1206, operating in the Consumer Goods industry. The diversity score is missing or null, which is a critical metric for assessing social diversity metrics such as Gender and Differently-abled. This omission indicates a lack of transparency and non-compliance with regulatory requirements.

Regulatory Implication: The absence of diversity score disclosure violates the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to disclose social diversity metrics, with null values being non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the regulatory requirements."
SUP-1211,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1211, specifically the absence of a diversity score, which is a mandatory requirement. The null value reported for social diversity metrics, including gender and differently-abled, does not meet the regulatory standards. This omission indicates a lack of transparency and accountability in the supplier's ESG reporting.

Regulatory Implication: The detected issue is in violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, with null values being considered non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1211, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the regulatory requirements and avoid any potential penalties or further action."
SUP-1257,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1257, operating in the IT Services industry within the EMEA region. Specifically, the diversity score is missing or null, which is a critical metric for social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled employee data.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation."
SUP-1259,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of Supplier ID: SUP-1259, operating in the IT Services industry, where the diversity score is missing or null. This omission indicates a lack of transparency in social diversity metrics, specifically regarding gender and differently-abled personnel. As a result, the supplier is not meeting the required disclosure standards.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to disclose social diversity metrics, including gender and differently-abled personnel, and explicitly states that null values are non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity metrics within 7 days to ensure compliance with the regulatory requirements."
SUP-1261,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1261, operating in the Healthcare industry, where the diversity metrics are either missing or null. This omission specifically pertains to the disclosure of social diversity metrics such as Gender and Differently-abled, which are essential for compliance. The absence of these metrics in the supplier's report indicates a clear breach of regulatory requirements.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to disclose social diversity metrics, with null values being considered non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core regulations."
SUP-1299,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of Supplier ID: SUP-1299, operating in the Manufacturing industry within the EMEA region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics, including gender and differently-abled disclosures. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1301,Healthcare,Medium,"Audit Observation Memo: Non-Compliance with Diversity Disclosure Requirements

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of Supplier ID SUP-1301, operating in the Healthcare industry in the LATAM region, where the diversity score is missing or null. This omission is specifically related to the lack of disclosure of social diversity metrics, including gender and differently-abled personnel. As a result, the supplier is not meeting the required standards for transparency and accountability.

Regulatory Implication: The absence of diversity metrics in the supplier's report is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which explicitly requires listed entities to disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting that they provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1311,Consumer Goods,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity score for Supplier ID: SUP-1311, operating in the Consumer Goods industry. The diversity score is missing or null, which is a critical metric for assessing social diversity metrics such as gender and differently-abled representation. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity score disclosure is a violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled representation, and prohibits null values as non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the regulatory requirements and avoid potential penalties."
SUP-1312,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1312, operating in the IT Services industry in the LATAM region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled employee data.

Regulatory Implication: The detected issue is in violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1312, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation."
SUP-1313,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1313 in the IT Services industry, operating in the APAC region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled employee data.

Regulatory Implication: The detected issue is in violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1313, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the SEBI BRSR Core regulation."
SUP-1329,Consumer Goods,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics disclosed by SUP-1329, a consumer goods supplier in the LATAM region. Specifically, the diversity score is missing or null, which is a critical component of social diversity metrics. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to provide comprehensive social diversity data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to SUP-1329, requesting that they provide the missing diversity data within 7 days to rectify the non-compliance and ensure adherence to the regulatory requirements."
SUP-1349,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1349, operating in the IT Services industry within the APAC region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency in the supplier's social diversity metrics, including gender and differently-abled employee data.

Regulatory Implication: The detected issue violates the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled employee data, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to supplier SUP-1349, requesting that they provide the missing diversity score data within 7 days to rectify the non-compliance and ensure adherence to the SEBI BRSR Core - Mandatory Disclosure regulation."
SUP-1356,Manufacturing,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: Our audit has identified a reporting gap in the diversity metrics of Supplier ID: SUP-1356, operating in the Manufacturing industry within the APAC region. Specifically, the diversity score is missing or null, which is a critical metric required for compliance. This omission indicates a lack of transparency in social diversity metrics, including gender and differently-abled disclosures.

Regulatory Implication: The absence of diversity metrics violates the SEBI BRSR Core - Mandatory Disclosure regulation, which mandates listed entities to disclose social diversity metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to Supplier ID: SUP-1356, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the regulatory requirements."
SUP-1358,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1358 in the IT Services industry, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The absence of diversity metrics, including gender and differently-abled disclosures, is a direct violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to provide comprehensive social diversity metrics.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity data within 7 days to ensure compliance with the regulatory requirements."
SUP-1396,IT Services,Medium,"Audit Observation Memo: Non-Compliance with SEBI BRSR Core - Mandatory Disclosure

Severity: Medium

Observation: During our ESG audit of supplier SUP-1396, operating in the IT Services industry in the LATAM region, we identified a reporting gap pertaining to diversity metrics. Specifically, the diversity score was found to be missing or null, which is a critical component of social diversity disclosure. This omission indicates a lack of transparency and accountability in the supplier's reporting practices.

Regulatory Implication: The detected issue is in violation of the SEBI BRSR Core - Mandatory Disclosure regulation, which requires listed entities to disclose social diversity metrics, including gender and differently-abled metrics, with null values being deemed non-compliant.

Next Steps: We recommend issuing a 'Notice of Non-Disclosure' to the supplier, requesting them to provide the missing diversity score data within 7 days to ensure compliance with the regulatory requirements."
